ip,app,device,os,channel,click_time,attributed_time,download_time,is_attributed
8469,2,1,13,122,2017-11-08 02:42:01,2017-11-08 04:44:01,0 days 02:02:00.000000000,1
119193,3,1,30,135,2017-11-08 04:55:58,2017-11-08 04:56:11,0 days 00:00:13.000000000,1
100869,17,1,32,134,2017-11-07 12:55:04,2017-11-07 13:39:13,0 days 00:44:09.000000000,1
186146,18,1,19,121,2017-11-08 04:07:32,2017-11-08 04:08:13,0 days 00:00:41.000000000,1
271990,12,1,20,340,2017-11-09 06:00:36,2017-11-09 06:01:56,0 days 00:01:20.000000000,1
49462,15,1,18,245,2017-11-07 05:55:59,2017-11-07 09:00:35,0 days 03:04:36.000000000,1
85193,9,1,22,334,2017-11-08 23:01:35,2017-11-09 03:06:15,0 days 04:04:40.000000000,1
185793,3,1,19,115,2017-11-09 12:26:45,2017-11-09 12:58:39,0 days 00:31:54.000000000,1
38835,14,1,19,439,2017-11-09 10:25:28,2017-11-09 10:29:01,0 days 00:03:33.000000000,1
91144,1,1,19,134,2017-11-09 09:39:27,2017-11-09 11:43:48,0 days 02:04:21.000000000,1
95766,19,0,24,347,2017-11-07 09:09:18,2017-11-07 10:09:36,0 days 01:00:18.000000000,1
35096,3,1,53,19,2017-11-08 02:30:56,2017-11-08 02:32:50,0 days 00:01:54.000000000,1
195800,2,1,13,236,2017-11-09 01:14:15,2017-11-09 02:08:32,0 days 00:54:17.000000000,1
101502,14,1,3,371,2017-11-08 12:44:42,2017-11-08 12:49:27,0 days 00:04:45.000000000,1
62397,3,1,20,19,2017-11-08 23:04:05,2017-11-08 23:26:49,0 days 00:22:44.000000000,1
13669,2,1,8,469,2017-11-08 13:52:52,2017-11-08 13:53:02,0 days 00:00:10.000000000,1
89606,2,1,13,122,2017-11-08 07:42:50,2017-11-08 07:44:14,0 days 00:01:24.000000000,1
26968,12,1,15,178,2017-11-08 13:16:00,2017-11-08 13:48:23,0 days 00:32:23.000000000,1
140196,9,1,13,334,2017-11-09 10:42:15,2017-11-09 12:11:02,0 days 01:28:47.000000000,1
286917,2,1,18,212,2017-11-07 02:03:50,2017-11-07 02:06:41,0 days 00:02:51.000000000,1
131459,2,1,41,236,2017-11-08 04:52:58,2017-11-08 04:53:09,0 days 00:00:11.000000000,1
31723,2,1,18,435,2017-11-07 07:40:18,2017-11-07 11:21:28,0 days 03:41:10.000000000,1
40506,2,1,13,258,2017-11-09 11:30:26,2017-11-09 11:31:18,0 days 00:00:52.000000000,1
272480,3,1,13,280,2017-11-07 02:14:36,2017-11-07 02:36:59,0 days 00:22:23.000000000,1
73487,9,1,19,442,2017-11-08 06:04:47,2017-11-08 06:05:50,0 days 00:01:03.000000000,1
62091,8,1,15,145,2017-11-09 10:15:04,2017-11-09 10:18:18,0 days 00:03:14.000000000,1
111129,12,1,22,178,2017-11-08 14:58:33,2017-11-08 15:03:19,0 days 00:04:46.000000000,1
205700,9,1,19,232,2017-11-07 13:26:00,2017-11-07 13:26:58,0 days 00:00:58.000000000,1
180086,23,1,13,153,2017-11-06 23:25:03,2017-11-06 23:26:01,0 days 00:00:58.000000000,1
18643,3,1,17,130,2017-11-08 10:46:54,2017-11-08 11:10:03,0 days 00:23:09.000000000,1
86897,64,1,31,459,2017-11-09 14:25:44,2017-11-09 14:26:14,0 days 00:00:30.000000000,1
86420,3,1,13,280,2017-11-07 00:45:50,2017-11-07 00:47:15,0 days 00:01:25.000000000,1
5151,3,1,19,317,2017-11-09 12:38:23,2017-11-09 12:39:06,0 days 00:00:43.000000000,1
37109,12,2,18,178,2017-11-07 07:00:15,2017-11-07 07:01:18,0 days 00:01:03.000000000,1
162789,3,1,19,480,2017-11-09 08:34:47,2017-11-09 08:35:01,0 days 00:00:14.000000000,1
2440,2,1,18,219,2017-11-09 00:14:08,2017-11-09 00:56:38,0 days 00:42:30.000000000,1
5178,12,1,10,205,2017-11-08 11:59:36,2017-11-08 12:01:33,0 days 00:01:57.000000000,1
27114,2,1,25,469,2017-11-07 03:55:09,2017-11-07 03:59:59,0 days 00:04:50.000000000,1
77950,9,1,98,215,2017-11-09 12:37:03,2017-11-09 12:39:10,0 days 00:02:07.000000000,1
57154,14,1,17,379,2017-11-09 11:58:11,2017-11-09 12:55:47,0 days 00:57:36.000000000,1
95627,15,1,19,412,2017-11-09 12:25:19,2017-11-09 12:26:29,0 days 00:01:10.000000000,1
108881,2,1,19,435,2017-11-09 08:07:29,2017-11-09 08:08:02,0 days 00:00:33.000000000,1
176432,3,1,17,135,2017-11-09 14:35:37,2017-11-09 14:36:16,0 days 00:00:39.000000000,1
107161,22,1,13,116,2017-11-08 02:27:22,2017-11-08 09:52:00,0 days 07:24:38.000000000,1
99311,14,1,8,463,2017-11-09 02:09:19,2017-11-09 02:11:38,0 days 00:02:19.000000000,1
178,9,1,10,107,2017-11-08 14:01:33,2017-11-08 14:02:09,0 days 00:00:36.000000000,1
75281,3,1,36,379,2017-11-09 03:58:53,2017-11-09 03:59:48,0 days 00:00:55.000000000,1
73777,12,1,18,265,2017-11-09 14:50:08,2017-11-09 14:53:13,0 days 00:03:05.000000000,1
180696,3,1,13,424,2017-11-08 15:35:37,2017-11-08 15:39:50,0 days 00:04:13.000000000,1
43733,15,1,13,265,2017-11-07 00:17:47,2017-11-07 04:46:40,0 days 04:28:53.000000000,1
66634,24,1,13,178,2017-11-09 00:20:52,2017-11-09 00:23:46,0 days 00:02:54.000000000,1
42143,12,1,15,259,2017-11-07 02:04:41,2017-11-07 02:33:31,0 days 00:28:50.000000000,1
105649,2,1,15,205,2017-11-08 00:57:23,2017-11-08 03:33:19,0 days 02:35:56.000000000,1
35125,24,1,13,178,2017-11-08 13:38:55,2017-11-08 13:41:42,0 days 00:02:47.000000000,1
89861,3,1,22,280,2017-11-09 11:59:30,2017-11-09 14:22:39,0 days 02:23:09.000000000,1
53464,12,1,19,497,2017-11-07 07:04:30,2017-11-07 09:24:08,0 days 02:19:38.000000000,1
79673,18,1,19,317,2017-11-09 06:40:44,2017-11-09 06:46:26,0 days 00:05:42.000000000,1
87012,7,1,19,101,2017-11-09 02:43:35,2017-11-09 02:44:06,0 days 00:00:31.000000000,1
81736,9,1,6,134,2017-11-07 14:29:30,2017-11-07 14:34:23,0 days 00:04:53.000000000,1
2332,18,1,35,107,2017-11-09 12:16:52,2017-11-09 12:18:11,0 days 00:01:19.000000000,1
35221,9,1,20,489,2017-11-09 05:51:46,2017-11-09 05:52:23,0 days 00:00:37.000000000,1
143536,26,1,18,266,2017-11-09 09:00:55,2017-11-09 09:02:47,0 days 00:01:52.000000000,1
10385,20,1,15,478,2017-11-07 05:11:39,2017-11-07 05:17:37,0 days 00:05:58.000000000,1
279760,24,1,15,105,2017-11-09 13:22:31,2017-11-09 14:09:54,0 days 00:47:23.000000000,1
81121,27,1,13,122,2017-11-07 13:45:20,2017-11-07 14:29:46,0 days 00:44:26.000000000,1
81827,14,1,47,463,2017-11-07 08:41:35,2017-11-07 08:42:47,0 days 00:01:12.000000000,1
41709,3,1,13,211,2017-11-07 03:44:01,2017-11-07 04:30:10,0 days 00:46:09.000000000,1
50218,3,1,13,379,2017-11-08 07:17:22,2017-11-08 07:17:50,0 days 00:00:28.000000000,1
86840,12,1,19,178,2017-11-07 13:55:31,2017-11-07 13:58:25,0 days 00:02:54.000000000,1
40730,3,1,19,280,2017-11-08 01:27:22,2017-11-08 05:20:04,0 days 03:52:42.000000000,1
55149,23,1,20,153,2017-11-07 14:00:11,2017-11-07 14:03:33,0 days 00:03:22.000000000,1
118995,12,1,20,178,2017-11-09 09:10:21,2017-11-09 09:33:57,0 days 00:23:36.000000000,1
12788,18,1,6,107,2017-11-07 02:44:11,2017-11-07 02:58:58,0 days 00:14:47.000000000,1
25110,12,1,10,497,2017-11-06 18:56:58,2017-11-06 18:57:29,0 days 00:00:31.000000000,1
23167,1,1,22,137,2017-11-09 07:21:12,2017-11-09 07:21:48,0 days 00:00:36.000000000,1
117898,2,1,6,205,2017-11-07 02:17:31,2017-11-07 02:34:19,0 days 00:16:48.000000000,1
75595,2,1,19,477,2017-11-07 04:23:40,2017-11-07 04:25:14,0 days 00:01:34.000000000,1
69267,12,1,22,409,2017-11-09 03:20:32,2017-11-09 03:22:11,0 days 00:01:39.000000000,1
40292,18,1,13,439,2017-11-07 11:25:08,2017-11-07 12:27:00,0 days 01:01:52.000000000,1
95003,13,1,6,400,2017-11-07 05:37:57,2017-11-07 05:46:55,0 days 00:08:58.000000000,1
22323,162,1,19,213,2017-11-09 05:28:04,2017-11-09 12:06:01,0 days 06:37:57.000000000,1
124724,9,1,22,334,2017-11-07 05:07:41,2017-11-07 05:27:57,0 days 00:20:16.000000000,1
73516,3,1,13,130,2017-11-07 03:15:00,2017-11-07 13:16:39,0 days 10:01:39.000000000,1
101919,13,1,6,477,2017-11-08 02:29:10,2017-11-08 03:06:41,0 days 00:37:31.000000000,1
122788,2,1,19,469,2017-11-07 18:26:50,2017-11-07 18:28:20,0 days 00:01:30.000000000,1
45929,64,1,13,459,2017-11-08 15:38:56,2017-11-08 15:49:52,0 days 00:10:56.000000000,1
136646,12,1,17,265,2017-11-09 02:24:16,2017-11-09 09:50:18,0 days 07:26:02.000000000,1
289677,9,1,22,391,2017-11-06 23:15:07,2017-11-06 23:15:33,0 days 00:00:26.000000000,1
82444,21,1,6,128,2017-11-07 11:48:33,2017-11-07 11:50:14,0 days 00:01:41.000000000,1
116043,14,1,53,439,2017-11-06 16:12:42,2017-11-07 13:01:25,0 days 20:48:43.000000000,1
259495,14,1,12,463,2017-11-08 08:19:50,2017-11-08 08:23:55,0 days 00:04:05.000000000,1
29146,12,1,8,178,2017-11-08 10:50:19,2017-11-08 10:50:27,0 days 00:00:08.000000000,1
83785,15,1,19,245,2017-11-07 01:10:03,2017-11-07 05:54:57,0 days 04:44:54.000000000,1
195712,9,1,19,445,2017-11-07 06:15:47,2017-11-07 06:16:24,0 days 00:00:37.000000000,1
88325,18,1,8,376,2017-11-06 22:51:09,2017-11-06 23:14:59,0 days 00:23:50.000000000,1
103062,11,1,12,219,2017-11-09 04:28:18,2017-11-09 06:47:11,0 days 02:18:53.000000000,1
150644,3,1,13,280,2017-11-07 01:50:14,2017-11-07 03:43:26,0 days 01:53:12.000000000,1
26762,3,1,13,280,2017-11-07 09:34:26,2017-11-07 13:59:52,0 days 04:25:26.000000000,1
6155,9,1,22,489,2017-11-09 12:23:11,2017-11-09 14:15:52,0 days 01:52:41.000000000,1
74005,11,1,22,173,2017-11-07 02:29:35,2017-11-07 03:15:58,0 days 00:46:23.000000000,1
117076,14,1,20,463,2017-11-08 04:44:14,2017-11-08 08:52:22,0 days 04:08:08.000000000,1
66845,12,1,19,265,2017-11-09 08:33:44,2017-11-09 08:34:49,0 days 00:01:05.000000000,1
32753,14,1,19,480,2017-11-07 00:24:19,2017-11-07 02:20:07,0 days 01:55:48.000000000,1
42937,15,1,13,430,2017-11-07 04:03:50,2017-11-07 04:04:24,0 days 00:00:34.000000000,1
30265,15,1,19,140,2017-11-08 07:20:07,2017-11-08 07:20:14,0 days 00:00:07.000000000,1
119162,3,1,19,424,2017-11-07 19:42:59,2017-11-07 19:43:34,0 days 00:00:35.000000000,1
114948,3,1,13,409,2017-11-09 01:41:01,2017-11-09 01:41:32,0 days 00:00:31.000000000,1
72979,150,1,17,110,2017-11-07 11:11:17,2017-11-07 11:12:41,0 days 00:01:24.000000000,1
44725,3,1,13,280,2017-11-07 01:11:29,2017-11-07 01:26:00,0 days 00:14:31.000000000,1
198132,15,1,20,3,2017-11-09 06:17:54,2017-11-09 07:20:24,0 days 01:02:30.000000000,1
41285,2,1,19,237,2017-11-09 08:05:17,2017-11-09 08:21:22,0 days 00:16:05.000000000,1
51373,9,1,13,244,2017-11-08 01:50:18,2017-11-08 09:28:52,0 days 07:38:34.000000000,1
48215,9,1,15,334,2017-11-07 07:26:05,2017-11-07 14:54:47,0 days 07:28:42.000000000,1
2805,13,1,19,469,2017-11-06 21:53:53,2017-11-06 23:31:04,0 days 01:37:11.000000000,1
105485,12,1,19,140,2017-11-07 13:12:23,2017-11-07 13:15:18,0 days 00:02:55.000000000,1
111025,23,1,19,153,2017-11-07 02:44:24,2017-11-07 02:46:08,0 days 00:01:44.000000000,1
123947,2,1,19,469,2017-11-08 07:00:45,2017-11-08 08:20:35,0 days 01:19:50.000000000,1
14922,25,1,41,259,2017-11-09 05:44:22,2017-11-09 05:44:37,0 days 00:00:15.000000000,1
189833,3,1,17,280,2017-11-08 12:27:34,2017-11-08 12:53:35,0 days 00:26:01.000000000,1
65881,9,1,13,127,2017-11-08 09:36:43,2017-11-08 15:08:12,0 days 05:31:29.000000000,1
249683,14,1,18,463,2017-11-08 04:25:09,2017-11-08 04:25:21,0 days 00:00:12.000000000,1
67734,12,1,19,19,2017-11-09 02:43:39,2017-11-09 04:55:20,0 days 02:11:41.000000000,1
116664,13,1,13,477,2017-11-08 15:04:39,2017-11-08 15:08:50,0 days 00:04:11.000000000,1
156749,3,1,22,379,2017-11-09 09:55:47,2017-11-09 09:58:21,0 days 00:02:34.000000000,1
104437,3,1,19,130,2017-11-08 16:09:17,2017-11-08 16:10:08,0 days 00:00:51.000000000,1
26190,15,1,15,245,2017-11-07 13:31:12,2017-11-07 13:33:03,0 days 00:01:51.000000000,1
86371,12,1,13,259,2017-11-08 16:12:52,2017-11-09 00:14:41,0 days 08:01:49.000000000,1
169602,3,1,41,205,2017-11-06 22:39:10,2017-11-07 03:10:06,0 days 04:30:56.000000000,1
52798,11,1,19,122,2017-11-08 08:26:21,2017-11-08 08:26:54,0 days 00:00:33.000000000,1
8968,11,1,13,137,2017-11-08 12:19:27,2017-11-08 12:30:29,0 days 00:11:02.000000000,1
12450,14,1,13,360,2017-11-08 01:13:47,2017-11-08 01:14:24,0 days 00:00:37.000000000,1
66907,23,1,19,153,2017-11-07 05:53:50,2017-11-07 12:24:31,0 days 06:30:41.000000000,1
73516,12,1,14,326,2017-11-09 14:52:30,2017-11-09 15:32:48,0 days 00:40:18.000000000,1
191797,18,1,22,121,2017-11-08 05:51:04,2017-11-08 05:53:09,0 days 00:02:05.000000000,1
17917,28,1,19,135,2017-11-08 13:02:21,2017-11-08 13:04:05,0 days 00:01:44.000000000,1
146557,2,1,19,477,2017-11-07 07:06:59,2017-11-07 12:18:50,0 days 05:11:51.000000000,1
78446,3,1,17,280,2017-11-08 01:47:03,2017-11-08 01:49:54,0 days 00:02:51.000000000,1
228533,18,1,13,107,2017-11-09 10:01:54,2017-11-09 10:14:46,0 days 00:12:52.000000000,1
31158,15,1,19,386,2017-11-07 14:29:47,2017-11-07 14:34:04,0 days 00:04:17.000000000,1
48212,3,1,13,280,2017-11-08 15:06:52,2017-11-08 15:09:46,0 days 00:02:54.000000000,1
95225,18,1,13,107,2017-11-09 04:49:51,2017-11-09 12:33:22,0 days 07:43:31.000000000,1
35929,26,1,18,121,2017-11-08 10:49:28,2017-11-08 10:50:02,0 days 00:00:34.000000000,1
115488,18,1,53,134,2017-11-07 07:48:28,2017-11-07 07:48:37,0 days 00:00:09.000000000,1
114276,14,1,13,379,2017-11-07 16:34:41,2017-11-07 23:01:31,0 days 06:26:50.000000000,1
199848,2,1,13,122,2017-11-09 11:03:07,2017-11-09 11:08:17,0 days 00:05:10.000000000,1
7080,14,1,11,442,2017-11-08 01:35:35,2017-11-08 07:44:21,0 days 06:08:46.000000000,1
47808,7,1,13,101,2017-11-09 10:22:23,2017-11-09 10:24:40,0 days 00:02:17.000000000,1
104418,32,1,19,376,2017-11-09 00:58:01,2017-11-09 05:40:32,0 days 04:42:31.000000000,1
80405,9,1,19,334,2017-11-07 02:40:22,2017-11-07 02:42:35,0 days 00:02:13.000000000,1
67168,11,1,12,325,2017-11-07 02:47:21,2017-11-07 04:53:36,0 days 02:06:15.000000000,1
25131,11,1,53,487,2017-11-08 11:16:35,2017-11-08 11:17:14,0 days 00:00:39.000000000,1
206925,14,1,3,379,2017-11-09 00:11:37,2017-11-09 10:40:52,0 days 10:29:15.000000000,1
44279,13,1,23,400,2017-11-08 08:00:20,2017-11-08 08:26:17,0 days 00:25:57.000000000,1
85150,12,1,11,259,2017-11-07 09:11:53,2017-11-07 09:12:08,0 days 00:00:15.000000000,1
59411,18,1,25,121,2017-11-07 00:18:11,2017-11-07 09:56:57,0 days 09:38:46.000000000,1
28010,18,1,22,107,2017-11-09 15:27:15,2017-11-09 15:27:54,0 days 00:00:39.000000000,1
78837,9,1,19,334,2017-11-09 13:17:59,2017-11-09 13:19:37,0 days 00:01:38.000000000,1
261998,13,1,13,477,2017-11-07 02:35:36,2017-11-07 03:52:07,0 days 01:16:31.000000000,1
118728,32,1,37,376,2017-11-06 23:22:53,2017-11-06 23:23:31,0 days 00:00:38.000000000,1
67203,11,1,37,487,2017-11-07 12:24:36,2017-11-07 13:43:53,0 days 01:19:17.000000000,1
60453,3,1,18,280,2017-11-09 04:14:11,2017-11-09 06:43:59,0 days 02:29:48.000000000,1
51544,3,2,3,30,2017-11-08 14:26:38,2017-11-08 14:38:24,0 days 00:11:46.000000000,1
53625,150,1,13,110,2017-11-07 05:34:26,2017-11-07 06:14:51,0 days 00:40:25.000000000,1
89280,12,1,53,424,2017-11-09 03:34:28,2017-11-09 03:35:00,0 days 00:00:32.000000000,1
124267,9,1,19,127,2017-11-09 06:30:03,2017-11-09 06:30:37,0 days 00:00:34.000000000,1
145638,192,0,38,113,2017-11-07 03:14:49,2017-11-07 03:15:00,0 days 00:00:11.000000000,1
37020,9,1,20,445,2017-11-09 13:49:16,2017-11-09 13:50:02,0 days 00:00:46.000000000,1
44443,28,1,19,135,2017-11-09 12:04:42,2017-11-09 12:05:15,0 days 00:00:33.000000000,1
102637,3,1,41,137,2017-11-08 09:19:01,2017-11-08 11:14:12,0 days 01:55:11.000000000,1
92712,12,1,18,326,2017-11-07 04:15:53,2017-11-07 04:49:44,0 days 00:33:51.000000000,1
103065,24,1,19,178,2017-11-09 04:20:05,2017-11-09 05:24:57,0 days 01:04:52.000000000,1
183131,21,1,9,128,2017-11-08 10:37:17,2017-11-08 10:37:35,0 days 00:00:18.000000000,1
43793,26,1,19,121,2017-11-06 18:25:30,2017-11-06 18:25:51,0 days 00:00:21.000000000,1
38721,3,1,13,280,2017-11-06 16:12:07,2017-11-07 01:26:53,0 days 09:14:46.000000000,1
44067,19,0,0,343,2017-11-08 05:50:52,2017-11-08 05:54:33,0 days 00:03:41.000000000,1
129022,13,1,58,477,2017-11-07 01:49:45,2017-11-07 01:50:16,0 days 00:00:31.000000000,1
76560,13,1,4,400,2017-11-08 01:32:51,2017-11-08 01:46:21,0 days 00:13:30.000000000,1
122388,13,1,19,477,2017-11-07 08:32:49,2017-11-07 08:32:58,0 days 00:00:09.000000000,1
233774,3,1,22,211,2017-11-09 13:09:06,2017-11-09 15:47:54,0 days 02:38:48.000000000,1
80272,2,2,13,477,2017-11-07 05:27:33,2017-11-07 07:08:32,0 days 01:40:59.000000000,1
22292,3,1,17,280,2017-11-08 12:33:42,2017-11-08 13:36:16,0 days 01:02:34.000000000,1
235824,2,1,36,205,2017-11-08 11:02:11,2017-11-08 11:02:59,0 days 00:00:48.000000000,1
99754,12,1,17,140,2017-11-07 01:01:41,2017-11-07 01:40:47,0 days 00:39:06.000000000,1
7093,1,1,13,137,2017-11-08 01:19:53,2017-11-08 01:20:37,0 days 00:00:44.000000000,1
63305,12,1,13,178,2017-11-07 06:04:46,2017-11-07 06:07:28,0 days 00:02:42.000000000,1
204552,3,1,13,137,2017-11-08 07:35:39,2017-11-08 07:41:25,0 days 00:05:46.000000000,1
62197,1,1,22,135,2017-11-07 13:01:29,2017-11-07 14:02:45,0 days 01:01:16.000000000,1
58096,64,1,8,459,2017-11-08 22:05:23,2017-11-08 22:06:46,0 days 00:01:23.000000000,1
10456,11,1,3,325,2017-11-06 17:56:58,2017-11-07 08:59:25,0 days 15:02:27.000000000,1
92327,24,1,17,105,2017-11-07 03:04:09,2017-11-07 04:26:55,0 days 01:22:46.000000000,1
211778,3,1,13,280,2017-11-07 13:17:43,2017-11-07 13:45:32,0 days 00:27:49.000000000,1
111638,7,1,15,101,2017-11-08 05:38:00,2017-11-08 06:25:59,0 days 00:47:59.000000000,1
46200,2,1,19,435,2017-11-07 09:24:55,2017-11-07 09:40:03,0 days 00:15:08.000000000,1
335703,18,1,18,439,2017-11-07 02:29:51,2017-11-07 13:48:38,0 days 11:18:47.000000000,1
209915,25,1,13,259,2017-11-09 07:00:39,2017-11-09 07:25:27,0 days 00:24:48.000000000,1
107683,3,1,13,466,2017-11-07 12:15:01,2017-11-07 13:23:29,0 days 01:08:28.000000000,1
58637,37,1,19,21,2017-11-07 03:46:05,2017-11-07 03:47:23,0 days 00:01:18.000000000,1
102662,2,1,13,477,2017-11-07 22:20:45,2017-11-07 22:24:13,0 days 00:03:28.000000000,1
44673,12,1,13,245,2017-11-08 04:12:00,2017-11-08 12:04:02,0 days 07:52:02.000000000,1
29323,1,1,25,349,2017-11-08 05:33:55,2017-11-08 06:41:33,0 days 01:07:38.000000000,1
99344,2,1,3,219,2017-11-09 00:51:39,2017-11-09 04:05:51,0 days 03:14:12.000000000,1
42403,12,1,13,245,2017-11-09 03:03:12,2017-11-09 03:03:37,0 days 00:00:25.000000000,1
44067,18,1,19,439,2017-11-09 10:16:38,2017-11-09 15:12:26,0 days 04:55:48.000000000,1
35984,14,1,8,401,2017-11-09 10:15:33,2017-11-09 10:15:49,0 days 00:00:16.000000000,1
141542,2,1,18,212,2017-11-07 10:27:07,2017-11-07 11:09:04,0 days 00:41:57.000000000,1
285192,9,1,22,127,2017-11-08 17:27:10,2017-11-08 18:05:46,0 days 00:38:36.000000000,1
14112,3,1,14,489,2017-11-07 22:48:26,2017-11-08 03:31:58,0 days 04:43:32.000000000,1
94501,3,1,15,211,2017-11-07 11:59:43,2017-11-07 13:35:45,0 days 01:36:02.000000000,1
105475,21,1,6,128,2017-11-07 09:22:10,2017-11-07 12:30:13,0 days 03:08:03.000000000,1
112967,26,1,13,121,2017-11-08 08:35:04,2017-11-08 08:35:37,0 days 00:00:33.000000000,1
30850,18,1,13,134,2017-11-09 10:33:00,2017-11-09 10:34:12,0 days 00:01:12.000000000,1
44139,12,1,13,140,2017-11-09 15:44:11,2017-11-09 15:44:20,0 days 00:00:09.000000000,1
77949,3,1,41,480,2017-11-06 16:46:17,2017-11-07 12:21:18,0 days 19:35:01.000000000,1
2864,6,1,13,459,2017-11-07 02:14:23,2017-11-07 02:14:52,0 days 00:00:29.000000000,1
67237,3,1,19,280,2017-11-06 23:36:39,2017-11-06 23:37:47,0 days 00:01:08.000000000,1
77563,13,1,19,477,2017-11-08 21:00:18,2017-11-08 21:00:46,0 days 00:00:28.000000000,1
84564,12,1,25,145,2017-11-08 15:26:26,2017-11-08 15:29:38,0 days 00:03:12.000000000,1
93901,18,1,17,379,2017-11-08 08:32:40,2017-11-08 09:57:09,0 days 01:24:29.000000000,1
63295,3,1,13,280,2017-11-09 06:52:07,2017-11-09 06:52:53,0 days 00:00:46.000000000,1
66957,24,2,32,105,2017-11-08 05:07:28,2017-11-08 09:33:09,0 days 04:25:41.000000000,1
48240,15,1,10,245,2017-11-09 03:41:26,2017-11-09 03:42:04,0 days 00:00:38.000000000,1
238582,13,1,13,477,2017-11-09 08:48:42,2017-11-09 08:50:57,0 days 00:02:15.000000000,1
102934,18,1,47,107,2017-11-07 00:03:31,2017-11-07 01:17:21,0 days 01:13:50.000000000,1
10920,3,1,37,205,2017-11-09 09:00:49,2017-11-09 12:06:11,0 days 03:05:22.000000000,1
204884,3,1,13,280,2017-11-08 23:49:22,2017-11-08 23:51:43,0 days 00:02:21.000000000,1
23987,3,1,13,280,2017-11-09 11:01:06,2017-11-09 11:27:24,0 days 00:26:18.000000000,1
129185,2,1,19,236,2017-11-07 00:24:58,2017-11-07 01:31:04,0 days 01:06:06.000000000,1
53569,18,1,32,107,2017-11-08 06:43:13,2017-11-08 06:54:48,0 days 00:11:35.000000000,1
60111,3,1,16,489,2017-11-08 00:46:58,2017-11-08 01:15:35,0 days 00:28:37.000000000,1
11024,15,1,19,140,2017-11-09 04:59:34,2017-11-09 05:48:24,0 days 00:48:50.000000000,1
269459,9,1,20,258,2017-11-08 21:19:07,2017-11-09 13:32:01,0 days 16:12:54.000000000,1
48030,18,1,37,107,2017-11-07 11:59:01,2017-11-07 11:59:02,0 days 00:00:01.000000000,1
93325,2,1,8,205,2017-11-09 09:00:25,2017-11-09 09:17:36,0 days 00:17:11.000000000,1
48660,18,1,15,107,2017-11-09 08:04:09,2017-11-09 08:21:34,0 days 00:17:25.000000000,1
187616,3,1,18,173,2017-11-07 13:21:17,2017-11-07 13:21:57,0 days 00:00:40.000000000,1
14932,15,1,19,412,2017-11-09 02:42:14,2017-11-09 12:31:19,0 days 09:49:05.000000000,1
116012,3,1,19,19,2017-11-09 09:28:24,2017-11-09 09:30:32,0 days 00:02:08.000000000,1
94250,3,1,9,371,2017-11-07 10:32:22,2017-11-07 10:41:02,0 days 00:08:40.000000000,1
235757,13,1,13,477,2017-11-09 15:42:05,2017-11-09 15:46:37,0 days 00:04:32.000000000,1
77148,3,1,19,280,2017-11-07 18:37:51,2017-11-08 09:22:14,0 days 14:44:23.000000000,1
207570,1,1,8,115,2017-11-06 23:36:17,2017-11-07 13:38:43,0 days 14:02:26.000000000,1
71448,15,1,13,245,2017-11-07 05:54:21,2017-11-07 06:02:28,0 days 00:08:07.000000000,1
177212,3,1,19,173,2017-11-07 14:39:33,2017-11-07 14:40:39,0 days 00:01:06.000000000,1
114220,18,1,19,121,2017-11-08 13:06:57,2017-11-08 13:07:44,0 days 00:00:47.000000000,1
111025,3,1,19,280,2017-11-09 11:49:32,2017-11-09 11:50:46,0 days 00:01:14.000000000,1
105560,18,1,9,107,2017-11-07 07:21:09,2017-11-07 07:22:10,0 days 00:01:01.000000000,1
83466,3,1,8,280,2017-11-09 13:01:53,2017-11-09 13:15:05,0 days 00:13:12.000000000,1
65590,3,1,13,280,2017-11-07 07:37:24,2017-11-07 07:39:25,0 days 00:02:01.000000000,1
195978,14,1,17,480,2017-11-08 01:43:00,2017-11-08 03:25:02,0 days 01:42:02.000000000,1
71267,3,1,1,280,2017-11-09 10:07:32,2017-11-09 10:09:59,0 days 00:02:27.000000000,1
248895,18,1,13,107,2017-11-08 11:04:12,2017-11-08 11:04:42,0 days 00:00:30.000000000,1
107131,12,1,20,145,2017-11-08 07:22:49,2017-11-08 07:23:56,0 days 00:01:07.000000000,1
116831,2,2,19,364,2017-11-08 10:44:27,2017-11-08 10:46:58,0 days 00:02:31.000000000,1
88826,12,1,17,245,2017-11-09 12:09:53,2017-11-09 12:16:32,0 days 00:06:39.000000000,1
27999,2,1,25,219,2017-11-07 14:54:45,2017-11-07 14:55:58,0 days 00:01:13.000000000,1
53105,12,1,9,245,2017-11-09 14:36:21,2017-11-09 14:36:52,0 days 00:00:31.000000000,1
117898,2,1,10,205,2017-11-08 14:30:17,2017-11-08 15:02:56,0 days 00:32:39.000000000,1
92588,15,1,36,315,2017-11-09 07:23:01,2017-11-09 07:23:25,0 days 00:00:24.000000000,1
122140,18,1,19,107,2017-11-08 00:14:27,2017-11-08 07:34:43,0 days 07:20:16.000000000,1
42363,15,1,13,140,2017-11-08 09:30:07,2017-11-08 09:32:45,0 days 00:02:38.000000000,1
8352,9,1,18,334,2017-11-07 16:25:17,2017-11-07 16:25:56,0 days 00:00:39.000000000,1
245506,7,1,36,101,2017-11-08 14:20:53,2017-11-08 14:23:49,0 days 00:02:56.000000000,1
197093,11,1,18,173,2017-11-08 09:32:08,2017-11-08 14:19:12,0 days 04:47:04.000000000,1
